5167607865068605|05|2029|101
5167607578461253|05|2029|559
5167603518128714|05|2029|517
5167606562634511|05|2029|584
5167604262867812|05|2029|284
5167602613727834|05|2029|345
5167608443276470|05|2029|593
5167605124463518|05|2029|139
5167600751741823|05|2029|960
5167604010381215|05|2029|349
5167604868645273|05|2029|750
5167600604307020|05|2029|535
5167602165518342|05|2029|987
5167604102550008|05|2029|920
5167605543362010|05|2029|001
5167602314211773|05|2029|081
5167600361333805|05|2029|042
5167601441543371|05|2029|198
5167601237204840|05|2029|785
5167605481315137|05|2029|822
5167606004106060|05|2029|518
5167602632538667|05|2029|788
5167604764516032|05|2029|034
5167605580230302|05|2029|504
5167602606157775|05|2029|393
5167600813583866|05|2029|360
5167607262427255|05|2029|654
5167605017526157|05|2029|087
5167600573802118|05|2029|289
5167601313053871|05|2029|690
5167605737500862|05|2029|329
5167608252406804|05|2029|623
5167603328820278|05|2029|765
5167600787842736|05|2029|018
5167603255210451|05|2029|594
5167606028746644|05|2029|668
5167602155037410|05|2029|916
5167604533664154|05|2029|415
5167605671155046|05|2029|651
5167601682511277|05|2029|154
5167605211150234|05|2029|947
5167603756862206|05|2029|279
5167602682445433|05|2029|068
5167603438644063|05|2029|806
5167600554744073|05|2029|449
5167607115370710|05|2029|453
5167602122643662|05|2029|717
5167607212043087|05|2029|040
5167605665368860|05|2029|783
